generation,params,T,target_distance,dead,convexity
-1,"[4.977680192642012, 6.436402193909942, 5.094750943074225, 1.6820815801861322, 7.490253407764822, 9.917174340739788, 7.703293631175915, 1.8148120911945609, 0.1197699009894623, 1e-06, 9.100974419525484, 7.491846846919662, 8.32372078291719, 3.1430063830346455, 8.30749772401682, 2.2197764623967746, 2.1307995357760596]","[2726.0, 3000.0, 3000.0]","[41.92605498472341, 240.67028252277623, 455.0841967007455]","[0.0, 1.0, 1.0]","[0.0, 0.006843274687014226, 0.01047062479862167]"
-1,"[4.070789565214696, 0.0038289436747096506, 8.455178161638099, 1.6113245334394066, 8.174755144248623, 7.080375711463896, 7.7026000297146116, 5.99993166737686, 0.9614675243786862, 1e-06, 4.970104003740202, 3.383387151389984, 8.199255190622718, 4.403966958187514, 8.189076471100012, 2.2066204295723675, 2.6942039126325312]","[1832.0, 3000.0, 3000.0]","[41.07013541224788, 231.56797162917465, 452.82595726981145]","[0.0, 1.0, 1.0]","[0.0, 0.26649379162996084, 0.021663279526724512]"
-1,"[4.381688926061602, 1.260458531287345, 2.0303198078781683, 8.415427418631351, 5.607027184415395, 4.530772106203595, 8.461328224507653, 5.753746650591522, 0.6337168435741932, 1e-06, 7.1395908757231235, 2.651127417398783, 3.0679581583320403, 6.395707676231924, 7.367736027627966, 5.541597980293332, 2.214049208169943]","[1705.0, 2744.0, 3000.0]","[41.47696097257076, 138.55695502582068, 394.2910174597263]","[0.0, 0.6, 1.0]","[0.0, 1.7446898186944924, 0.3917426670527464]"
-1,"[6.342142760246357, 9.385529341093902, 2.581863842453116, 2.924804596307673, 5.979508084274578, 6.998250211170117, 9.900555533230705, 5.881996127046236, 0.8878995090635765, 1e-06, 4.727789268321195, 3.0554859917165245, 5.451257046676875, 8.21707433797784, 2.597581425881023, 2.8575543769842464, 1.3403566778343017]","[2429.0, 3000.0, 3000.0]","[41.72950795096591, 144.71946268084545, 433.6531688822761]","[0.0, 1.0, 1.0]","[0.0, 1.3936264462751626, 0.08568277078298647]"
-1,"[6.689134401421514, 3.714049470154468, 2.065026785828307, 3.307044032080019, 3.5714069369059698, 6.055748874288405, 8.112159825331954, 4.4579246119069085, 0.44731070668310563, 1e-06, 2.78977744176579, 0.7517059236959239, 3.334168639795194, 8.908684638808879, 7.428858312809449, 7.737232184077107, 1.8544325339693841]","[3000.0, 3000.0, 3000.0]","[48.46866724621766, 212.7690631906742, 395.08579085577264]","[0.0, 1.0, 1.0]","[0.0, 1.9792018557637452, 0.7591046346191285]"
-1,"[3.6528645954502705, 9.13217542315818, 4.333878909876069, 9.256518130836788, 9.729576532920156, 3.046256755927022, 4.329305855133808, 5.831126288435887, 0.3488282233955242, 1e-06, 3.5582164057564083, 2.310329520697247, 3.182260710984516, 7.84947199894594, 9.986641905365508, 2.224280046856605, 8.72040803729509]","[650.0, 3000.0, 3000.0]","[44.45061456064939, 143.88948179778035, 392.14696234320917]","[0.0, 1.0, 1.0]","[0.0, 0.3038938753853519, 0.27938365570865]"
-1,"[5.443049309704545, 0.19519958823183248, 0.6881640857365579, 5.2544948107749025, 3.7319214450949283, 5.071981993621803, 2.7483440401180403, 9.706057075617613, 0.46966701527168436, 1e-06, 9.382420995179428, 9.667266721638129, 8.035799179851105, 3.095032258567059, 9.009090868986506, 2.4831942558671654, 7.296165606578386]","[2785.0, 3000.0, 3000.0]","[42.32018232851626, 260.4955512167995, 456.4204956990551]","[0.0, 1.0, 1.0]","[0.0, 0.005248894004285879, 0.005804059578764028]"
-1,"[7.214887283519693, 6.531640777505398, 7.6697313263097655, 8.118302554393782, 6.231630784788654, 6.392344255904067, 0.9738624473422608, 3.708627664523175, 0.8861344066936595, 1e-06, 7.489151442879432, 8.066296844907, 4.375974808560532, 8.116821201552442, 6.916116364732406, 7.9667095837314275, 3.297187456978287]","[2147.0, 3000.0, 3000.0]","[41.469472803331676, 200.18174801705507, 432.67397784108744]","[0.0, 0.6, 1.0]","[0.0, 2.4399323946180944, 1.0926942263284944]"
-1,"[7.56749996221688, 8.439536221560056, 3.790726428075412, 2.236880773986134, 5.577696812781423, 7.569809162993031, 2.573873511452943, 8.584989326905193, 0.2951921852667681, 1e-06, 3.2104380388114695, 5.043224636941246, 9.119286042699642, 5.883173384540239, 6.617696612077123, 3.3311830418434902, 3.6323037791189234]","[2786.0, 3000.0, 3000.0]","[42.10861779555129, 255.24391289084792, 445.08259781578107]","[0.0, 1.0, 1.0]","[0.0, 0.021834490640087533, 0.04596538233252812]"
-1,"[0.614140214933595, 5.197664884520465, 4.4915414462979655, 2.9898286145862576, 4.210139748535337, 5.384646046415697, 2.9485052230878517, 3.6253769582016258, 0.808754252205918, 1e-06, 9.150333309192447, 4.215556788341992, 9.289132583873808, 6.69662074177449, 9.969499899250955, 2.5836154299830283, 7.788400590206347]","[2634.0, 3000.0, 3000.0]","[42.11318921886226, 253.70410329784502, 441.8458300801636]","[0.0, 1.0, 1.0]","[0.0, 0.09029797750184154, 0.12882385682162553]"
-1,"[5.882685699028393, 5.145660203091754, 7.5821559459952015, 8.332817242174077, 8.817614794170181, 5.4088325749613535, 3.8067705732339263, 5.952851275298433, 0.042872902291423064, 1e-06, 5.8602314260277675, 4.435047771321319, 7.4669441223242075, 9.64281262031233, 8.23790035093487, 7.014829144753054, 2.5021707836646616]","[1311.0, 1576.0, 3000.0]","[41.030740022776286, 234.88065846263484, 439.99723602951036]","[0.0, 0.8, 1.0]","[0.0, 0.0256593051627816, 0.04226788008149282]"
-1,"[9.717360181200004, 3.8711374679552533, 9.052363086662364, 5.010546237998758, 7.706857977202715, 9.211820805511058, 0.5838575478314723, 2.947466449489732, 0.1776944095866347, 1e-06, 3.418083465897844, 9.1540074330912, 4.76901395126878, 2.904302548711308, 9.476604430946336, 2.446102386027751, 4.99918585939605]","[2480.0, 3000.0, 3000.0]","[41.651883537167265, 238.16908605194382, 449.46780491076953]","[0.0, 0.8, 1.0]","[0.0, 0.033806572721203, 0.06945990369197663]"
-1,"[6.878467561330038, 8.170848276554661, 2.2690730721217642, 2.023528544291082, 5.971491465431711, 8.933150640748533, 9.271214033544181, 1.9040336327223983, 0.6894595165647293, 1e-06, 8.781102919313483, 2.9561117161195813, 4.891426939299528, 2.1754551592700233, 8.842157924355185, 2.0291360451194973, 3.1842856404807236]","[3000.0, 3000.0, 3000.0]","[43.01238625110132, 237.93585195515428, 443.9580897762479]","[0.0, 1.0, 1.0]","[0.0, 0.021576016692157394, 0.026936812696623066]"
-1,"[2.463311961044999, 9.220521803674396, 0.8162815976425408, 3.366584447104107, 7.7630452202677205, 4.158956092022917, 5.776585047527148, 4.246570798158615, 0.013141068383270253, 1e-06, 3.469169474895924, 2.1152697390676893, 9.826050201091807, 8.711857684065158, 5.038383780160748, 4.1561778530777795, 1.05693266654872]","[1139.0, 3000.0, 3000.0]","[41.656671954606225, 126.36742138870343, 396.750664977828]","[0.0, 1.0, 1.0]","[0.0, 0.23357423819371756, 0.1876842227138378]"
-1,"[7.280698421857733, 2.663235498266893, 5.116899525735095, 6.260190715120957, 8.270341956658731, 4.1070232186038655, 0.9131661156147974, 7.740671493923287, 0.05145888007589385, 1e-06, 0.3602359146605846, 2.077889264119553, 4.325783911438097, 8.7192065737323, 7.686475509570697, 3.6440300698528514, 4.919398611396278]","[1056.0, 2192.0, 3000.0]","[41.76462676987951, 91.09364446743596, 348.4914032588922]","[0.0, 0.19999999999999996, 1.0]","[0.0, 1.3516068281422422, 0.37026460965513813]"
-1,"[4.945988123368151, 0.9116169080056102, 3.5781757348838172, 7.507009864882975, 3.901372746862984, 4.679304762085844, 3.5642444179455888, 0.040217824077161124, 0.7734537445218722, 1e-06, 6.3866673807981424, 5.260343266026526, 8.455575288054378, 7.270761470350511, 4.588814109941437, 2.6517909153211496, 2.5216793125452357]","[2479.0, 3000.0, 3000.0]","[42.05971285930826, 264.35734032990433, 456.9753283808674]","[0.0, 1.0, 1.0]","[0.0, 0.005510493984301787, 0.009138600726018332]"
-1,"[0.05287650017404277, 0.7816590847055904, 8.29808402863943, 5.1676916611101404, 8.522614270530203, 8.173776340365356, 5.277993576896583, 7.2729547595177095, 0.9438229686882665, 1e-06, 2.5443152897114674, 9.083838888839514, 6.297179987246173, 3.6670665119439585, 4.691329305351392, 2.9734520096338577, 4.281589373181581]","[2019.0, 3000.0, 3000.0]","[41.16372300601679, 135.9153068583001, 373.35979912379423]","[0.0, 0.6, 1.0]","[0.0, 1.2713369587737147, 0.45709679955669125]"
-1,"[9.03374234226432, 5.597753752415349, 8.071614872922298, 5.291153595962532, 3.665539448703065, 6.050170553991508, 6.991663706733698, 7.545476523045006, 0.6778538465050356, 1e-06, 6.823375046024743, 9.800212501462235, 4.491027032133534, 7.705735916867687, 2.7792020547895495, 6.373385469098076, 2.6649718672642804]","[3000.0, 3000.0, 3000.0]","[47.299898967663474, 208.98754752773146, 438.254368945546]","[0.0, 0.8, 1.0]","[0.0, 2.0113594598055053, 0.7222719405579647]"
-1,"[2.0820116627245158, 8.29340621289375, 2.992536353491866, 8.80704999592303, 3.22242421235968, 8.286614968376114, 2.153617996019249, 3.6688694364204277, 0.1577097900530715, 1e-06, 2.0105393962911946, 3.545789552134203, 5.559184320402325, 4.140183233331795, 3.015303585621298, 3.6000226613252364, 2.163601457022941]","[3000.0, 3000.0, 3000.0]","[66.17853164473333, 184.03323511824894, 402.0857209566096]","[0.0, 0.6, 1.0]","[0.0, 1.6455323678898253, 0.7951807340598086]"
-1,"[7.738629792084443, 1.5695556248956266, 5.4506444137853265, 0.7970513206661101, 3.688880468775841, 6.023805836599716, 5.92249845860918, 7.166423945633572, 0.5682890325640798, 1e-06, 3.768963166967588, 7.379274548695213, 9.653858298040147, 9.242612848136389, 5.424312731353769, 8.775653245349275, 2.1121982383349938]","[3000.0, 3000.0, 3000.0]","[46.83849668556671, 260.2963863007644, 453.12971302899484]","[0.0, 1.0, 1.0]","[0.0, 0.03978160415563519, 0.0427530426753205]"
-1,"[6.169181474195014, 7.628187096958498, 0.016787689092433444, 0.8212009040304313, 5.248252362135027, 4.514448627530577, 1.7475749052605716, 5.51840425946582, 0.6396290715740403, 1e-06, 6.99558709757936, 3.1816898367795288, 5.5617968770032, 3.063968984527782, 2.952496092406059, 2.5179555569937806, 2.613552881236685]","[1810.0, 3000.0, 3000.0]","[41.546370546693325, 237.19972231214933, 445.2924441426735]","[0.0, 1.0, 1.0]","[0.0, 0.012774502860905116, 0.014042806592296102]"
-1,"[4.73551780639414, 8.831765820246616, 9.369671393067433, 7.714579192326468, 8.453094744663536, 3.102506621703505, 6.928559486659069, 0.34320365271447884, 0.7548748508808113, 1e-06, 0.836409201287582, 9.304388822811847, 4.296450254974888, 9.683079227100254, 8.056620890043344, 9.089128981394573, 5.41749122140663]","[766.0, 3000.0, 3000.0]","[43.69232083224204, 124.57229630812928, 338.77151085615606]","[0.0, 0.0, 0.4]","[0.0, 0.8699022329202608, 0.5315724979034395]"
-1,"[3.517796032589069, 6.9912090821147, 4.604858427048519, 7.346345269796897, 9.676257122718987, 3.3971985368752957, 1.6555631776981028, 4.303582175138024, 0.02744948741572796, 1e-06, 4.231781013402022, 1.7452879881407015, 3.2939176364430334, 7.080767005032367, 3.1330939833672655, 5.5565389756242105, 1.8890863726730434]","[735.0, 3000.0, 3000.0]","[43.43797907845216, 123.47644970501062, 359.19404379457563]","[0.0, 1.0, 1.0]","[0.0, 0.31974174241018927, 0.20227969034441787]"
-1,"[8.98063631580873, 2.9788512683842994, 5.407770785563972, 2.849945604401376, 9.640044074455977, 4.9443748042112, 6.762385286612236, 3.5436536252840103, 0.6834900366036303, 1e-06, 7.729925377825924, 6.262507666050557, 6.192703975283259, 5.604576117188165, 2.4072355537875194, 2.4237471442300236, 1.2177640514949788]","[1097.0, 3000.0, 3000.0]","[41.257184223792315, 238.0966245508538, 455.4118298379733]","[0.0, 1.0, 1.0]","[0.0, 0.0046122123897821355, 0.0077049572430851615]"
-1,"[9.295333096696448, 6.70457969514708, 9.048610107099664, 6.146949375583336, 4.489684871691469, 3.087560749608155, 5.336786787627776, 9.729953582373042, 0.7936979550597262, 1e-06, 3.639227696535096, 1.3339475055012737, 4.8929266730412335, 7.420955610893423, 3.9308255970271295, 4.761690951452573, 1.8477416359350143]","[1446.0, 2114.0, 3000.0]","[42.18117146993604, 140.05076274100045, 358.65453218354935]","[0.0, 0.6, 1.0]","[0.0, 1.684192141875978, 0.3643824589549925]"
-1,"[4.096824249368033, 3.778255596902663, 5.834185382368494, 0.7894453728685369, 9.955276495135097, 3.950144466159083, 0.5381591084377613, 9.100306297374964, 0.36512947286266517, 1e-06, 2.508697559501463, 8.083413281640308, 8.199735117559063, 7.1611509290292945, 8.430797368557753, 4.440323073059453, 7.828175062978803]","[840.0, 3000.0, 3000.0]","[42.37097778460812, 240.75468665602693, 431.6133241625237]","[0.0, 1.0, 1.0]","[0.0, 0.06897241205374322, 0.07010521266606595]"
-1,"[2.6965340965085405, 4.966450735670228, 8.293798606234255, 5.438484300170655, 4.678894409095875, 5.3355661346059495, 8.60530646521499, 5.289953018157814, 0.3457717145119037, 1e-06, 1.4801211459665402, 7.413745485730989, 5.547138593428398, 6.133835847080616, 4.120011633138423, 5.543882150698467, 1.5507900859539068]","[2367.0, 3000.0, 3000.0]","[41.84446884604523, 139.103476017007, 385.954816725056]","[0.0, 1.0, 1.0]","[0.0, 1.1647520206897823, 0.614570533659724]"
-1,"[8.691241443899026, 6.618477816145171, 1.8157346768852523, 1.566020782092773, 4.818121155133321, 6.105663261062356, 9.441883604194308, 7.8460373139854465, 0.28804861993604153, 1e-06, 0.42486583215212664, 7.760360867335472, 8.003326346973783, 7.13777754862779, 6.427243366375226, 2.382807401140348, 3.843764951023463]","[2613.0, 3000.0, 3000.0]","[42.016962651575774, 147.56720300649823, 384.08884380028786]","[0.0, 1.0, 1.0]","[0.0, 0.5792543497303222, 0.442579206663745]"
-1,"[6.008071170261532, 6.193824714887724, 8.976475327087362, 3.3023468096049213, 4.709927729501225, 6.06595799242295, 6.172030693534642, 8.516159900193536, 0.7432815980935954, 1e-06, 3.8963369415927063, 7.464423756424547, 5.594359332394076, 5.394446434146489, 1.1652461990189695, 3.7235691338507744, 1.0338667761068567]","[2652.0, 3000.0, 3000.0]","[42.06999463507474, 233.50096891860866, 436.68178332383263]","[0.0, 1.0, 1.0]","[0.0, 0.03424575221274173, 0.31575695527874714]"
-1,"[9.663490204232643, 0.9247621603517853, 0.4161923211424401, 5.171031740060944, 9.884202517250424, 4.917619921766775, 1.330731668807188, 0.9053856705035235, 0.00348531571809745, 1e-06, 3.532370642904905, 8.200075572126579, 4.551877120256507, 6.383999838838637, 1.489580492543415, 3.4155981828727313, 1.4443121168815836]","[1064.0, 3000.0, 3000.0]","[41.30146596592753, 211.9079043346906, 434.92653135194286]","[0.0, 1.0, 1.0]","[0.0, 0.12368270720131265, 0.0955922612998195]"
-1,"[6.034247947943224, 4.637392058691132, 9.311566567766025, 3.494068092651691, 3.507211039489792, 6.186719218165374, 5.891385892379942, 7.994951298007003, 0.36839564783474543, 1e-06, 8.88565812146061, 6.329000102563527, 4.915244476977345, 9.45301307263777, 6.127532720242035, 8.245258849469398, 5.135404611294526]","[3000.0, 3000.0, 3000.0]","[50.18696859567877, 215.61842271607858, 440.9290475350867]","[0.0, 0.4, 0.8666666666666667]","[0.0, 2.627372101222984, 1.7585369877914179]"
-1,"[6.716655433346769, 2.9893141442208924, 6.531284841913282, 1.153798351096238, 7.688815957383188, 6.676185883870115, 3.2294893104593547, 4.423088971002055, 0.2850669016453863, 1e-06, 4.260555126864579, 4.92187477724041, 3.1883997078571378, 2.8683126824082006, 8.68516348929322, 2.1526449903357774, 3.387535540211774]","[1835.0, 3000.0, 3000.0]","[41.13164100748613, 230.27439587893372, 430.258609480533]","[0.0, 1.0, 1.0]","[0.0, 0.06695158384511828, 0.17873858803989995]"
-1,"[6.956305857365192, 3.8495818836927596, 4.038896431857884, 0.3795831312666853, 6.042095198597943, 6.9950959281432485, 4.414995470182994, 3.8159757708112707, 0.17295950978549485, 1e-06, 0.5082150660967892, 2.831761866996047, 3.0585715322134353, 3.305206981643427, 1.5872643117185956, 3.211819179616268, 1.310107411069158]","[2405.0, 3000.0, 3000.0]","[41.69516915636696, 144.91894376797003, 356.80160211948044]","[0.0, 1.0, 1.0]","[0.0, 0.9193851247238745, 0.5989928536422009]"
-1,"[2.292817385819651, 6.154377060688342, 2.6238001783450526, 6.487258817916963, 6.604401589100375, 5.772683298659634, 9.046790710041067, 6.850423123802679, 0.9467980593100093, 1e-06, 3.8380735904173964, 6.6993942325249485, 7.358937609203969, 4.174565456552527, 1.8555897965722918, 3.8017211163315645, 1.2901393757153639]","[1844.0, 3000.0, 3000.0]","[41.27365212353414, 171.95154820220503, 422.3102180210296]","[0.0, 1.0, 1.0]","[0.0, 0.3119093833655885, 0.1543364466325396]"
-1,"[0.011729586431145078, 6.9240722484292485, 3.3082482690898143, 7.318345170167494, 3.840894460148248, 4.800841156844934, 9.126270364806201, 6.125529947665633, 0.4054730260606146, 1e-06, 6.730181715945512, 1.792324393544007, 4.895871799613683, 9.044213243566432, 9.429964162229954, 6.947298650495028, 5.485329975104978]","[2576.0, 3000.0, 3000.0]","[42.14583644562988, 155.89394156776825, 390.6841697251525]","[0.0, 0.4, 0.7333333333333334]","[0.0, 1.8700718606973372, 0.9141278142347733]"
-1,"[9.107413297700058, 6.603435782516186, 9.395195146878324, 7.052943963213394, 4.518896964704453, 9.134664342911979, 5.350939663224967, 3.417334115512052, 0.2326720211704047, 1e-06, 5.434549318264718, 0.4644177902745635, 5.550977349284693, 4.041452955676685, 1.8750882547160472, 3.0262101955946186, 1.3113339602799836]","[3000.0, 3000.0, 3000.0]","[56.0296386669784, 177.48500533099937, 420.1247883953828]","[0.0, 1.0, 1.0]","[0.0, 0.9707542286516003, 0.4416629427769043]"
-1,"[8.781816127594142, 5.267167984205586, 1.4583224239855397, 0.7745257515133486, 6.980506764979268, 8.455897987167646, 4.101410652926529, 5.347351825867182, 0.80638024983342, 1e-06, 6.073148168481301, 8.936244575792346, 4.152302195295982, 3.3820902832050184, 9.50322315755206, 3.1157316063504146, 9.305614984265972]","[2510.0, 3000.0, 3000.0]","[41.72616852303561, 221.77147481319787, 441.8271976093051]","[0.0, 1.0, 1.0]","[0.0, 0.43492551322909334, 0.2038069308334913]"
-1,"[5.258328535793014, 4.249799770179429, 9.535867812462062, 6.208603956150601, 5.916947559434471, 6.0405087738039445, 4.78791849414424, 0.6032034514385365, 0.15671903725141342, 1e-06, 6.896765077505983, 8.83993934574356, 7.021044273869257, 3.176566108644489, 7.196861463422522, 2.1898257615072625, 4.295891738810939]","[2136.0, 2636.0, 3000.0]","[41.51065217585193, 239.85107483640815, 454.4473695528343]","[0.0, 0.8, 1.0]","[0.0, 0.007995561437404323, 0.012006185119576056]"
-1,"[2.0166961609554135, 2.763257883052556, 8.706149368407702, 5.544455257245744, 8.23667177447796, 4.064705895049428, 4.459118626165378, 3.924325376257812, 0.9767094030070684, 1e-06, 8.230099714373614, 6.805353177369594, 3.469769789979374, 8.266496641545677, 7.529889916745428, 6.379895638533032, 3.79286992095174]","[1049.0, 1718.0, 3000.0]","[41.80330954356999, 194.33913051490634, 412.15536541641563]","[0.0, 0.6, 1.0]","[0.0, 2.1462470174296127, 0.17664898154971317]"
-1,"[2.724461451950544, 4.943232215517085, 4.060483605488006, 1.0595217027035497, 8.408072599495608, 7.633509395098164, 1.5051770724535252, 6.130328401424922, 0.9498286723356721, 1e-06, 0.4486091806176748, 9.67051561214466, 7.543295220080887, 5.8431326277577, 9.580353631978854, 3.7132102403982676, 2.836264261035254]","[1916.0, 3000.0, 3000.0]","[41.10922447144156, 138.08165943367297, 372.1202634382943]","[0.0, 1.0, 1.0]","[0.0, 0.6310332232524041, 0.4197571930224716]"
-1,"[0.036020320578317166, 7.950350648021278, 1.4831211000659306, 7.96953172076784, 3.5691552133054474, 7.433742434678165, 0.2343763399002574, 7.20803630275586, 0.014021848576634754, 1e-06, 5.880655545880657, 7.92824519644839, 9.46771439291833, 6.627170357356174, 5.9554471596717535, 6.295568464990974, 4.426566868480799]","[3000.0, 3000.0, 3000.0]","[57.38027149481136, 172.55459345260192, 379.1319326064738]","[0.0, 0.6, 1.0]","[0.0, 2.06984554330412, 1.2387791199242026]"
-1,"[7.9246113266132685, 5.064258057656756, 9.942442530482722, 5.625639010576898, 3.9871400042491727, 3.2856399619459307, 8.41606520149457, 0.9214899523162112, 0.5868007606530176, 1e-06, 8.14577518960203, 3.6960710763798157, 4.158032641512575, 3.428752545941757, 2.0573587719926416, 2.741965814097788, 1.0752501269712902]","[1728.0, 3000.0, 3000.0]","[42.00592143235653, 221.19459843221316, 440.3520374194763]","[0.0, 1.0, 1.0]","[0.0, 0.12337192002748387, 0.13176271687426785]"
-1,"[4.205862884409376, 2.306826438092907, 1.4223838984828896, 7.308940335391836, 8.58970942656881, 8.187077670990085, 3.9467742793641767, 4.7387519995384375, 0.7190028045607335, 1e-06, 5.343663967680406, 2.395889668422959, 4.759696032736461, 6.402046775029253, 8.096385300381437, 3.6602972727251886, 4.994162127464701]","[2007.0, 3000.0, 3000.0]","[41.1550223850793, 155.63318593066452, 410.5136906207436]","[0.0, 1.0, 1.0]","[0.0, 0.7831477968841388, 0.41569136152527303]"
-1,"[9.892459921570294, 3.562376167505199, 7.9345692469760785, 5.858957279846411, 5.716377912968724, 6.570602536149893, 0.6767670770168555, 5.859378936584148, 0.8325359960594865, 1e-06, 6.470028217353813, 0.5095969312085402, 3.7915050659028955, 7.010739254989746, 5.812155043099275, 2.94911986588569, 2.656195008684669]","[2388.0, 3000.0, 3000.0]","[41.71666361404575, 143.07276117253588, 356.5674639378983]","[0.0, 0.6, 1.0]","[0.0, 1.2859944215016461, 0.762254089556698]"
-1,"[1.1370262509574625, 6.910715118020734, 6.802856090229453, 9.621083361673527, 7.817689829023527, 9.425060063046356, 8.027433590624367, 5.823759539283118, 0.541501337855824, 1e-06, 1.7256042768138262, 6.035963321275258, 5.654034263870933, 2.943639914298828, 8.283539857906765, 2.3502739828762245, 1.5182756211330974]","[2500.0, 3000.0, 3000.0]","[41.66735512798078, 146.5009635967398, 377.386598628994]","[0.0, 0.6, 1.0]","[0.0, 1.138960687940448, 0.7677560266813974]"
-1,"[1.053579843319613, 0.5902707762616466, 2.1720946392545804, 5.536397455628724, 6.522902469279192, 4.401220894991071, 1.2673680217235617, 4.733373832911062, 0.6210179302811747, 1e-06, 5.0803023139767, 9.199458111976611, 8.868777023350194, 7.980465200125996, 4.566655199386335, 5.412377767003531, 3.5915695718606386]","[1432.0, 3000.0, 3000.0]","[41.41561084053796, 232.53842896388153, 433.87488570124015]","[0.0, 1.0, 1.0]","[0.0, 0.14366588334234737, 0.09563756513177459]"
-1,"[4.372928454464145, 0.47169802954657003, 6.657231323325583, 8.696006841631853, 5.172756105622787, 8.534151662505352, 7.162461489862848, 6.438098336926286, 0.0324595019162678, 1e-06, 5.086307671372939, 5.344263525680178, 3.777163743575933, 9.775626922994203, 3.1380229806488353, 7.921400407562107, 1.8889449329771821]","[3000.0, 3000.0, 3000.0]","[47.18050462269818, 212.18773612568387, 413.26397458732146]","[0.0, 1.0, 1.0]","[0.0, 1.879005166020967, 0.592088190626108]"
-1,"[4.517518859663367, 8.197729233389012, 9.73271138458083, 0.4225194828037393, 8.189739039851222, 7.554545719276144, 5.382320566747223, 3.8424067274856033, 0.4985868909208832, 1e-06, 9.330188937702616, 1.3384807838144124, 4.07008801067618, 7.667260145985663, 5.18810482072983, 5.597696978659343, 3.565931128338872]","[1945.0, 2687.0, 3000.0]","[41.143156560761994, 140.593216776533, 362.1329619114497]","[0.0, 0.8, 1.0]","[0.0, 1.1798915281966582, 0.5883201183513231]"
-1,"[7.185142907009551, 1.4256803621136105, 7.030829093300142, 3.3002674826396596, 7.843790256320778, 5.454444872536097, 8.251697029522134, 8.463798002679617, 0.6347076200259657, 1e-06, 4.079376720972335, 3.6259062227276826, 4.274193116360774, 2.5319441710869297, 6.5954595147134585, 2.239977288039161, 1.3755293114936935]","[1480.0, 3000.0, 3000.0]","[41.09667878667441, 205.6394418329029, 448.7720242525116]","[0.0, 1.0, 1.0]","[0.0, 0.3352998061416122, 0.04176567670540196]"
-1,"[6.299213054231025, 5.985840189263705, 5.240612037231614, 1.1021338191710939, 6.265469681883172, 6.537970988379016, 1.1931155845490993, 2.5092402117616484, 0.9972396753506597, 1e-06, 8.944216556738738, 4.90436205637962, 8.123573966588685, 2.848900875606188, 4.842654602237033, 2.5919615576391233, 2.186749690682612]","[2182.0, 3000.0, 3000.0]","[41.49121165428852, 260.3686795483597, 456.54405361432634]","[0.0, 1.0, 1.0]","[0.0, 0.005375373424101753, 0.007187421812071376]"
0,"[10.0, 4.268045782683128, 5.094750943074225, 0.0, 8.235999223321373, 7.325101377052108, 9.073529853455165, 8.221683291207494, 0.1197699009894623, 1e-06, 1e-06, 8.112198448334542, 3.0, 3.2653538085761706, 5.497132609705064, 2.0, 1.0]","[1879.0, 3000.0, 3000.0]","[41.09164202314736, 137.15820640509534, 353.61605999553694]","[0.0, 1.0, 1.0]","[0.0, 0.706190663243015, 0.44091659633958]"
0,"[8.869157178209905, 3.134213596923799, 10.0, 3.3666455703043803, 4.092866182932057, 3.256891228026111, 6.445369971444073, 5.99993166737686, 0.6956812539458943, 1e-06, 9.027042342283648, 9.660882838879177, 9.845753333933033, 4.403966958187514, 1.0, 3.6765447692427395, 1.0]","[1670.0, 3000.0, 3000.0]","[42.01873560491221, 264.22366655751256, 456.59775387107373]","[0.0, 1.0, 1.0]","[0.0, 0.007211064980298391, 0.0041182061738696055]"
0,"[0.3491231457575976, 10.0, 1.5057978466536182, 4.589489879897517, 8.808293456494852, 4.962284347119902, 6.189389783659905, 2.478933729913325, 0.5530068685980517, 1e-06, 7.341800567448086, 1e-06, 7.52918783082459, 9.683224794480203, 1.5916880337159651, 5.541597980293332, 1.0]","[1204.0, 3000.0, 3000.0]","[41.18766378060519, 129.1831074261289, 378.64832819396275]","[0.0, 1.0, 1.0]","[0.0, 0.5842353040284235, 0.3131587348367927]"
0,"[6.945187612780703, 2.6834439471842386, 2.372652958577597, 6.967315517251819, 10.0, 8.484082575008058, 8.139455224309131, 8.70388876789504, 0.6711321566443043, 1e-06, 4.886271308193296, 7.148282591627606, 4.706981653744369, 6.366178919268722, 10.0, 2.5696600110705474, 1.3403566778343017]","[1799.0, 3000.0, 3000.0]","[40.90224800716769, 205.00978367865915, 438.2925342072826]","[0.0, 1.0, 1.0]","[0.0, 0.4142399755853979, 0.1058600664833814]"
0,"[10.0, 10.0, 1.3379926850250978, 3.670157103357102, 3.0, 3.0, 7.440396030301207, 4.821730957821821, 1e-06, 1e-06, 7.655743812690753, 3.528500266667593, 7.667010224594605, 8.908684638808879, 3.09155108211797, 7.4378387281976055, 1.0]","[2078.0, 3000.0, 3000.0]","[42.281909640501496, 239.97754514917833, 455.1540518748294]","[0.0, 1.0, 1.0]","[0.0, 0.007605030181423792, 0.013517321906135197]"
0,"[10.0, 4.371134029921214, 10.0, 0.0, 4.054129304244879, 4.1135326867062325, 9.302108948086099, 3.714261850391223, 0.7844410695090502, 1e-06, 3.9749302968929916, 7.601689883230553, 10.0, 7.84947199894594, 1.0, 9.33975785977664, 1.0]","[2116.0, 3000.0, 3000.0]","[41.86514617231741, 262.3570096322349, 455.81059324572794]","[0.0, 1.0, 1.0]","[0.0, 0.021200165421564648, 0.014398363404465476]"
